deck_id,hero,date,card_name,count,is_equipment
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Back Stab (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Extinguish the Flames (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Hunted or Hunter (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Kiss of Death (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Mark of the Black Widow (red),2,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Mark of the Funnel Web (red),3,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Mark the Prey (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Orb-Weaver Spinneret (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Plunge the Prospect (red),2,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Public Bounty (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Razor's Edge (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Reaper's Call (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Savor Bloodshed (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Scuttle the Canal (red),3,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Sigil of Solace (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,To the Point (red),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Two Sides to the Blade (red),2,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Mark of the Black Widow (yellow),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Reaper's Call (yellow),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Cut from the Same Cloth (blue),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Mark of the Black Widow (blue),2,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Mark of the Funnel Web (blue),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Mark the Prey (blue),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Put in Context (blue),2,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Reaper's Call (blue),2,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Scuttle the Canal (blue),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Stains of the Redback (blue),2,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Throw Dagger (blue),1,0
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Danger Digits,1,1
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Leap Frog Vocal Sac,1,1
0,"Arakni, Web of Deceit",2025-01-20T21:46:29,Red Alert Vest,1,1
1,Fang,2025-01-20T23:31:21,Blistering Blade (red),1,0
1,Fang,2025-01-20T23:31:21,Cut Deep (red),2,0
1,Fang,2025-01-20T23:31:21,Dynastic Dedication (red),1,0
1,Fang,2025-01-20T23:31:21,Hunt the Hunter (red),1,0
1,Fang,2025-01-20T23:31:21,Imperial Intent (red),1,0
1,Fang,2025-01-20T23:31:21,Knife Through Butter (red),2,0
1,Fang,2025-01-20T23:31:21,Pledge Fealty (red),1,0
1,Fang,2025-01-20T23:31:21,Proclaim Vengeance (red),1,0
1,Fang,2025-01-20T23:31:21,Sigil of Solace (red),1,0
1,Fang,2025-01-20T23:31:21,Sisters of Fire (red),1,0
1,Fang,2025-01-20T23:31:21,Sizzling Steel (red),1,0
1,Fang,2025-01-20T23:31:21,Smoke Out (red),1,0
1,Fang,2025-01-20T23:31:21,Sworn Vengeance (red),1,0
1,Fang,2025-01-20T23:31:21,Take a Stab (red),1,0
1,Fang,2025-01-20T23:31:21,Tip-Off (red),1,0
1,Fang,2025-01-20T23:31:21,Cut Deep (yellow),1,0
1,Fang,2025-01-20T23:31:21,Cut from the Same Cloth (yellow),1,0
1,Fang,2025-01-20T23:31:21,Hunt a Killer (yellow),2,0
1,Fang,2025-01-20T23:31:21,Incision (yellow),1,0
1,Fang,2025-01-20T23:31:21,Point of Engagement (yellow),1,0
1,Fang,2025-01-20T23:31:21,Sworn Vengeance (yellow),1,0
1,Fang,2025-01-20T23:31:21,Cut Deep (blue),1,0
1,Fang,2025-01-20T23:31:21,Hunt a Killer (blue),1,0
1,Fang,2025-01-20T23:31:21,Point of Engagement (blue),1,0
1,Fang,2025-01-20T23:31:21,Sworn Vengeance (blue),1,0
1,Fang,2025-01-20T23:31:21,Tip-Off (blue),1,0
1,Fang,2025-01-20T23:31:21,Twist and Turn (blue),1,0
1,Fang,2025-01-20T23:31:21,Blade Beckoner Boots,1,1
1,Fang,2025-01-20T23:31:21,Blade Beckoner Helm,1,1
1,Fang,2025-01-20T23:31:21,Blade Beckoner Plating,1,1
1,Fang,2025-01-20T23:31:21,Coat of Allegiance,1,1
1,Fang,2025-01-20T23:31:21,Hand of Vengeance,1,1
2,Fang,2025-01-21T02:26:31,Affirm Loyalty (red),1,0
2,Fang,2025-01-21T02:26:31,Brothers of Flame (red),1,0
2,Fang,2025-01-21T02:26:31,Den of the Spider (red),1,0
2,Fang,2025-01-21T02:26:31,Dynastic Dedication (red),1,0
2,Fang,2025-01-21T02:26:31,For the Emperor (red),2,0
2,Fang,2025-01-21T02:26:31,For the Realm (red),2,0
2,Fang,2025-01-21T02:26:31,Incision (red),2,0
2,Fang,2025-01-21T02:26:31,Pledge Fealty (red),1,0
2,Fang,2025-01-21T02:26:31,Proclaim Vengeance (red),1,0
2,Fang,2025-01-21T02:26:31,Scar Tissue (red),1,0
2,Fang,2025-01-21T02:26:31,Searing Gaze (red),1,0
2,Fang,2025-01-21T02:26:31,Sisters of Fire (red),2,0
2,Fang,2025-01-21T02:26:31,Sizzling Steel (red),1,0
2,Fang,2025-01-21T02:26:31,Stabbing Pain (red),1,0
2,Fang,2025-01-21T02:26:31,Agility Stance (yellow),1,0
2,Fang,2025-01-21T02:26:31,Cut Deep (yellow),1,0
2,Fang,2025-01-21T02:26:31,Diced (yellow),1,0
2,Fang,2025-01-21T02:26:31,Hunt a Killer (yellow),1,0
2,Fang,2025-01-21T02:26:31,Incision (yellow),1,0
2,Fang,2025-01-21T02:26:31,Knife Through Butter (yellow),1,0
2,Fang,2025-01-21T02:26:31,Point of Engagement (yellow),1,0
2,Fang,2025-01-21T02:26:31,Public Bounty (yellow),1,0
2,Fang,2025-01-21T02:26:31,Sworn Vengeance (yellow),1,0
2,Fang,2025-01-21T02:26:31,Cut Deep (blue),1,0
2,Fang,2025-01-21T02:26:31,Incision (blue),1,0
2,Fang,2025-01-21T02:26:31,Nip at the Heels (blue),1,0
2,Fang,2025-01-21T02:26:31,Point of Engagement (blue),1,0
2,Fang,2025-01-21T02:26:31,Sworn Vengeance (blue),3,0
2,Fang,2025-01-21T02:26:31,Take a Stab (blue),1,0
2,Fang,2025-01-21T02:26:31,To the Point (blue),1,0
2,Fang,2025-01-21T02:26:31,Blade Beckoner Plating,1,1
2,Fang,2025-01-21T02:26:31,Red Alert Visor,1,1
2,Fang,2025-01-21T02:26:31,Starting Point,1,1
3,"Arakni, Web of Deceit",2025-01-21T04:07:53,Back Stab (red),1,0
3,"Arakni, Web of Deceit",2025-01-21T04:07:53,Bite (red),2,0
3,"Arakni, Web of Deceit",2025-01-21T04:07:53,Defang the Dragon (red),2,0
3,"Arakni, Web of Deceit",2025-01-21T04:07:53,Den of the Spider (red),1,0
3,"Arakni, Web of Deceit",2025-01-21T04:07:53,Hunted or Hunter (red),2,0
3,"Arakni, Web of Deceit",2025-01-21T04:07:53,Kiss of Death (red),1,0
3,"Arakni, Web of Deceit",2025-01-21T04:07:53,Lair of the Spider (red),1,0
3,"Arakni, Web of Deceit",2025-01-21T04:07:53,Orb-Weaver Spinneret (red),1,0
3,"Arakni, Web of Deceit",2025-01-21T04:07:53,Pick Up the Point (red),1,0
