deck_id,hero,date,assigned_draft_index
0,Nuu,2024-05-20T05:39:13,1
1,Enigma,2024-05-20T07:31:00,1
2,Enigma,2024-05-20T07:34:31,1
3,Enigma,2024-05-20T08:19:25,1
4,Zen,2024-05-20T08:40:16,1
5,Zen,2024-05-20T09:53:43,1
6,Nuu,2024-05-20T11:59:27,1
7,Enigma,2024-05-20T12:46:27,1
8,Zen,2024-05-20T14:30:16,1
9,Enigma,2024-05-20T17:25:53,1
10,Nuu,2024-05-20T18:17:42,1
11,Nuu,2024-05-20T19:08:32,1
12,Nuu,2024-05-20T20:31:28,1
13,Zen,2024-05-20T21:00:11,1
14,Nuu,2024-05-20T21:12:48,1
15,Nuu,2024-05-20T22:39:37,1
16,Zen,2024-05-20T23:22:07,1
17,Nuu,2024-05-21T00:36:20,1
18,Zen,2024-05-21T01:11:09,1
19,Nuu,2024-05-21T02:41:02,1
20,Enigma,2024-05-21T04:03:11,1
21,Zen,2024-05-21T14:01:32,1
22,Nuu,2024-05-21T14:23:03,1
23,Enigma,2024-05-21T15:37:28,1
24,Zen,2024-05-21T17:19:46,1
25,Zen,2024-05-21T18:55:57,1
26,Enigma,2024-05-21T19:22:43,1
27,Zen,2024-05-21T19:35:27,1
28,Enigma,2024-05-21T21:23:18,1
29,Zen,2024-05-21T22:11:30,1
30,Zen,2024-05-21T22:11:42,1
31,Enigma,2024-05-21T22:30:38,1
32,Zen,2024-05-22T00:08:30,1
33,Enigma,2024-05-22T00:24:32,1
34,Nuu,2024-05-22T01:39:31,1
35,Zen,2024-05-22T02:42:39,1
36,Enigma,2024-05-22T03:45:59,1
37,Nuu,2024-05-22T04:40:35,1
38,Enigma,2024-05-22T05:05:27,1
39,Nuu,2024-05-22T05:46:53,1
40,Enigma,2024-05-22T11:32:15,1
41,Zen,2024-05-17T16:18:35,1
42,Enigma,2024-05-17T18:41:27,1
43,Enigma,2024-05-17T19:41:53,1
44,Zen,2024-05-17T21:53:44,1
45,Zen,2024-05-17T22:52:30,1
46,Nuu,2024-05-18T00:40:37,1
47,Zen,2024-05-18T06:04:21,1
48,Enigma,2024-05-18T08:39:47,1
49,Nuu,2024-05-18T16:18:15,1
50,Enigma,2024-05-18T17:49:12,1
51,Nuu,2024-05-18T18:56:25,1
52,Nuu,2024-05-18T19:58:42,1
53,Zen,2024-05-18T21:27:46,1
54,Nuu,2024-05-18T21:35:07,1
55,Zen,2024-05-18T21:57:14,1
56,Nuu,2024-05-18T23:03:33,1
57,Zen,2024-05-19T00:17:30,1
58,Nuu,2024-05-19T00:25:00,1
59,Nuu,2024-05-19T00:47:10,1
60,Nuu,2024-05-19T04:21:26,1
61,Zen,2024-05-19T05:08:15,1
62,Zen,2024-05-19T06:55:28,1
63,Zen,2024-05-19T08:03:37,1
64,Zen,2024-05-19T08:10:01,1
65,Zen,2024-05-19T10:20:36,1
66,Nuu,2024-05-19T13:53:52,1
67,Nuu,2024-05-19T16:58:36,1
68,Enigma,2024-05-19T18:21:10,1
69,Enigma,2024-05-19T19:49:49,1
70,Nuu,2024-05-19T19:55:50,1
71,Nuu,2024-05-19T20:57:45,1
72,Zen,2024-05-19T21:17:24,1
73,Nuu,2024-05-19T22:35:46,1
74,Zen,2024-05-20T01:09:48,1
75,Zen,2024-05-20T02:29:17,1
76,Enigma,2024-05-20T04:02:17,1
77,Zen,2024-05-16T17:24:11,1
78,Nuu,2024-05-16T17:46:12,1
79,Zen,2024-05-16T18:06:07,1
80,Zen,2024-05-16T18:14:38,1
81,Zen,2024-05-16T18:21:11,1
82,Nuu,2024-05-16T18:31:20,1
83,Nuu,2024-05-16T21:14:39,1
84,Zen,2024-05-16T22:53:57,1
85,Nuu,2024-05-17T00:37:27,1
86,Enigma,2024-05-17T01:11:28,1
87,Nuu,2024-05-17T02:29:00,1
88,Zen,2024-05-17T03:14:17,1
89,Zen,2024-05-17T04:53:36,1
90,Nuu,2024-05-17T05:12:24,1
91,Zen,2024-05-17T05:24:08,1
92,Zen,2024-05-17T07:57:44,1
93,Nuu,2024-05-17T09:51:09,1
94,Enigma,2024-05-17T14:42:52,1
95,Zen,2024-05-17T15:23:58,1
96,Zen,2024-05-30T03:30:02,1
97,Zen,2024-05-30T04:53:16,1
98,Zen,2024-05-30T05:28:11,1
99,Zen,2024-05-30T07:23:29,1
100,Zen,2024-05-30T12:24:37,1
101,Nuu,2024-05-30T13:42:01,1
102,Enigma,2024-05-30T16:55:26,1
103,Zen,2024-05-30T18:22:23,1
104,Nuu,2024-05-30T18:51:40,1
105,Nuu,2024-05-30T20:15:39,1
106,Nuu,2024-05-30T20:31:51,1
107,Nuu,2024-05-30T21:50:33,1
108,Enigma,2024-05-30T22:42:54,1
109,Zen,2024-05-31T00:42:50,1
110,Enigma,2024-05-31T02:33:07,1
111,Nuu,2024-05-31T04:33:36,1
112,Nuu,2024-05-31T17:27:33,1
113,Enigma,2024-05-31T18:35:39,1
114,Zen,2024-05-31T22:22:11,1
115,Zen,2024-05-31T22:47:36,1
116,Nuu,2024-05-31T23:34:42,1
137,Enigma,2024-05-27T01:30:05,1
138,Nuu,2024-05-27T01:45:41,1
139,Nuu,2024-05-27T03:13:31,1
140,Enigma,2024-05-27T19:37:12,1
